id,meaning_id,lemma,morphology,ipa,meaning_ru,examples,definition
4906,1,ххиусул,"-лидил, -ла, ед.",χχiusul,,"ххиусулла ттутта липовое дерево;  Микв - циххинни, ххиусул – духьбадди примет; дуб – для бревна , липа – для балок","липа (дерево, материал); ххиусулла ттутта липовое дерево.  Микв - циххинни, ххиусул – духьбадди примет. дуб – для бревна (матицы, несущей балки), липа – для балок."
4907,1,ххир,"-ридил, -ра, ед.",χχir,,хриплый гортанный звук; ххирра тIамне гортанные звуки,звукоп. хриплый гортанный звук; ххирра тIамне гортанные звуки.
4908,1,ххир/бук,"мн. I-II (/укIи, /юкIи, /дукIи), -е, -ул, -узиб, -е",χχir/buk,,"хрипеть, издавать хриплые гортанные звуки; укIе-михъай иццузив инсан ххирукIулде человек с больными легкими хрипел","звукоп., сов. и несов. хрипеть, издавать хриплые гортанные звуки; укIе-михъай иццузив инсан ххирукIулде человек с больными легкими хрипел."
4909,1,ххиржан,"-нидил, -на, -те",χχiržan,,"кинжал, обоюдоострое колющее оружие с коротким клинком; къазахъ ххиржан казацкий кинжал; битав ххиржан кинжал, оправленный в серебро целиком; бутIналла ххиржан кинжал из кусков-накладок; асла ххиржан кинжал в серебряной оправе; мутил бишшиб ххиржан кинжал с насечкой золотом; мутилла ххиржан кинжал в ножнах из золота; магьилла ххиржан кинжал с вставками слоновой кости; мерхурра ххиржан кинжал в оправе из мельхиора; луссин чикаттишшибзиб ххиржан кинжал с накладками филиграни; къара ххиржан черный кинжал; хвала ххиржан кинжал больших размеров (60 см; бикIелталла ххиржан кинжал малых размеров (40 см; пояс и ремень; талалла ххиржан старинный кинжал; матIушка ххиржан детский кинжал; кьул лухунзиб ххиржан кинжал для того, чтобы резать скот; ххиржанна тия клинок кинжала; ххиржанна къалип штамп для изготовления кинжала; игра молодые кинжалы сняли; тех, кого поссорил кинжал, помирит хинкал (т; совместная трапеза – ключ к примирению); Гулалла ххиржанте каттикьуб обряд. игра молодые","кинжал, обоюдоострое колющее оружие с коротким клинком; къазахъ ххиржан казацкий кинжал; битав ххиржан кинжал, оправленный в серебро целиком; бутIналла ххиржан кинжал из кусков-накладок (на ножнах); асла ххиржан кинжал в серебряной оправе; мутил бишшиб ххиржан кинжал с насечкой золотом; мутилла ххиржан кинжал в ножнах из золота; магьилла ххиржан кинжал с вставками слоновой кости (или целиком из слоновой кости); мерхурра ххиржан кинжал в оправе из мельхиора; луссин чикаттишшибзиб ххиржан кинжал с накладками филиграни; къара ххиржан черный кинжал (простой кинжал с роговой ручкой и без украшений); хвала ххиржан кинжал больших размеров (60 см.); бикIелталла ххиржан кинжал малых размеров (40 см.); иже-ххиржан букв. пояс и ремень (комплект украшений для мужского костюма); талалла ххиржан старинный кинжал; матIушка ххиржан детский кинжал (сувенир); кьул лухунзиб ххиржан кинжал для того, чтобы резать скот;  ххиржанна тия клинок кинжала; ххиржанна къалип штамп для изготовления (ножен, ручки) кинжала. ♦ Гулалла ххиржанте каттикьуб обряд. игра молодые (неженатые) кинжалы сняли. ♦ Ххиржанне кьиттабакьибжуб, ккуцлидил санникабата дарг. погов. тех, кого поссорил кинжал, помирит хинкал (т.е. совместная трапеза – ключ к примирению)."
4910,1,хх,"-илдил, -илла, -ибе",χχ,,"мастер по кинжалам, кинжальщик","мастер по кинжалам, кинжальщик; НикIалай вахтижиб гIюгъябажиб ххял ххиржанчибе бикьул либле бужиб саб в дореволюционную эпоху (Николаевское время) в Кубачи работало много кинжальщиков."
4911,1,ххулжин,"-нидил, -на, мн.",χχulžin,,"хурджун, чересседельная сума, перемётная сума, вытканная из шерстяной пряжи или сшитая из ткани; учила ххулжин хурджуны для лошади; тIултIаддил дицIибжуб ххулжин полный хлеба хурджуны; Ххюлла ххулжин дицIи биккай нар; надо наполнить хурджуны гостя; Дакв дуттибжуд хулжин фольк; дырявая сумка (букв; переметная сумка с порванной подкладкой)","хурджун, чересседельная сума, перемётная сума, вытканная из шерстяной пряжи или сшитая из ткани; учила ххулжин хурджуны для лошади; тIултIаддил дицIибжуб ххулжин полный хлеба хурджуны. Ххюлла ххулжин дицIи биккай нар. надо наполнить хурджуны гостя (гостя надо провожать щедро).Дакв дуттибжуд хулжин фольк. дырявая сумка (букв. переметная сумка с порванной подкладкой)."
4912,1,хх,"-лдил, -лла",χχ,,тIялхIянна ххума керамическая чаша; ккачIла ххума фарфоровая чаша,ххумне; глубокая чаша; тIялхIянна ххума керамическая чаша; ккачIла ххума фарфоровая чаша.
4913,1,ххурк,"-лидил, -ла, ед.",χχurk,,гастиниццалиб денилла ххурклидил усси ухахад в гостинице из-за храпа соседа не мог уснуть,"звукоп. храп, храпение; гастиниццалиб денилла ххурклидил усси ухахад в гостинице из-за храпа соседа не мог уснуть."
4914,1,ххурк/ук,"/дукIи), /букIи, /дукIи), -ай, -ул, -узив, -е",χχurk/uk,,"-ай, -ул, -узив, -е; храпеть, издавать во время сна хриплые, сопящие звуки; ххуркукIул уссунзив спящий с храпом; адаме ххуркукIул, ду юсси юхахад из-за храпа мужа не смогла заснуть","храпеть, издавать во время сна хриплые, сопящие звуки; ххуркукIул уссунзив спящий с храпом; адаме ххуркукIул, ду юсси юхахад из-за храпа мужа не смогла заснуть (слова жены)."
4915,1,хх,"-нидил, -на",χχ,,дуччили ххуркукIан валвикмекаб са хъилив не дай спать с храпуном в одной комнате,ххуркбукIанте; храпун; дуччили ххуркукIан валвикмекаб са хъилив не дай спать с храпуном в одной комнате.
4916,1,хх,"-алдил, -лла",χχ,,платье на кокетке (букв; денилдил юссили ххюл-агва бахи соседка сшила для дочери даргинское платье; гьилалцциб ххюл агвналла пурма агул саб в последнее время даргинские платья вошли в моду,агвне; платье на кокетке (букв. даргинское платье); денилдил юссили ххюл-агва бахи соседка сшила для дочери даргинское платье; гьилалцциб ххюл агвналла пурма агул саб в последнее время даргинские платья вошли в моду.
4917,1,хх,"-лидил, -ла, -е",χχ,,,
4918,1,хх,"кунак, гость",χχ,,аттала ххюл гость отца; хIюрматла ххюл уважаемый гость; сса дишшу ххюле сякьин вчера ко мне пришли гости,аттала ххюл гость отца; хIюрматла ххюл уважаемый гость; сса дишшу ххюле сякьин вчера ко мне пришли гости;
4919,1,хх,,χχ,,"Ххюл гъай даргинская речь; Ххюл агва платье на кокетке (букв; Ххюлла уче либалле, гIяххе бакьа погов","позднее даргинец (даргинцы - один из дагестанских народов). Ххюл гъай даргинская речь. Ххюл агва платье на кокетке (букв. даргинское платье). Ххюлла уче либалле, гIяххе бакьа погов. сделай (нужные по дому) дела, пока конь кунака у тебя в хлеву (о случаях, когда хозяин безлошадный)."
4920,1,хх,"-лидил, -ла",χχ,,атталатнаддил ххюлдишше гьакал кьиматла дикьул бужиб саб предки высоко ценили гостеприимство и куначество,"ххюлдишше; гостеприимство, куначество; атталатнаддил ххюлдишше гьакал кьиматла дикьул бужиб саб предки высоко ценили гостеприимство и куначество."
4921,1,хх,"-аддил, -алла",χχ,,ххюппадди айчивицци бажизиб саб надо следить за кладбищами; Ххюппалла куц хIясибле шшилла даража булхIи ага погов; по состоянию кладбищ можно узнать характер сельчан;  Ккуш ххюппе топон; кладбище умерших во время голода (букв,"ххюппе; кладбище; ниссила шшилла алав веда ххюппе лиджуд сад, букIул бихва говорят,  вокруг нашего села есть семь кладбищ; ххюппадди айчивицци бажизиб саб надо следить за кладбищами. Ххюппалла куц хIясибле шшилла даража булхIи ага погов. по состоянию кладбищ можно узнать характер сельчан.  Ккуш ххюппе топон. кладбище умерших во время голода (букв. голодное кладбище)."
4922,1,ххя/бихв-и,"-ул, -узиб, -е, -е, -ул, -узиб, -е",χχæˁ/biχw-i,,гьилал вахтижиб шшимаццид хIяванте ххядухуб сад в последнее время скота в селах стало больше,"несов. увеличиваться, множиться; гьилал вахтижиб шшимаццид хIяванте ххядухуб сад в последнее время скота в селах стало больше. || сов. ххябухи."
4923,1,ххя/бух-и,"-уб, -убзиб, -е, -е, -уб, -убзиб, -е",χχæˁ/buχ-i,,,"сов. увеличиться, умножиться; кIвиял переписталла уччиб ниссила шшанте ххябухуб саб между двумя переписями число жителей нашего села увеличилось. || несов. ххябихви."
4924,1,хiюнц/ци-б // хiюнцiзиб (-в,"-й, /жуб) глухой",χijunc/ci-b // χijuncizib (-w,,викIамутилал хIюнццив глухой с детства,викIамутилал хIюнццив глухой с детства.
4925,1,хiяван // хiяйван,"-нидил, -на, -те",χiæˁwan // χiæˁjwan,,,
4926,1,хiяван // хiяйван,"животное, скотина",χiæˁwan // χiæˁjwan,,хвала хIяванте крупный рогатый скот; хIяван шинне баххи напоить животное водой,хвала хIяванте крупный рогатый скот; хIяван шинне баххи напоить животное водой;
4927,2,хiяван // хiяйван,"перен. дурачина, неумный, глупый человек",χiæˁwan // χiæˁjwan,,киццузив хIяванде у ты дурачина,киццузив хIяванде у ты дурачина.
4928,1,хiязли // хiязле нареч. нарочно,"для забавы, для развлечения",χiæˁzli // χiæˁzle nareč. naročno,,хIязли къинназиб задача бакьи чикехвид для развлечения стал решать трудную задачу,хIязле гьаад  сказал нарочно; хIязли къинназиб задача бакьи чикехвид для развлечения стал решать трудную задачу.
4929,1,хiяликкуц // хiялуккуц,"-лидил, -ла, -е",χiæˁlikkuc // χiæˁlukkuc,,"традиционное чуду, вареники, пироги, пельмени; духъилла хIяликкуцце яичные вареники, ниссалла хIяликкуц пирог с творогом; къабахъла хIяликкуц пирог с тыквой; дигла хIяликкуцце мясные пельмени; кьайла хIяликкуцце пироги с травой, тIизралла хIяликкуц чуду с черемшой; мицла хIяликкуц чуду с крапивой; ХIялуккуц ттаппе фольк; войлочные сапоги (букв; сапоги, напоминающие пельмен)","традиционное чуду, вареники, пироги, пельмени; духъилла хIяликкуцце яичные вареники, ниссалла хIяликкуц пирог с творогом; къабахъла хIяликкуц пирог с тыквой; дигла хIяликкуцце мясные пельмени; кьайла хIяликкуцце пироги с травой, тIизралла хIяликкуц чуду с черемшой; мицла хIяликкуц чуду с крапивой; дигла хIяликкуц булкьабикъанниццила пирог с мясом и с «дымоходом» (с отверстием в центре пирога для отвода пара). ХIялуккуц ттаппе фольк., ирон. войлочные сапоги (букв. сапоги, напоминающие пельмен)."
4930,1,хiярям // хiярямзиб 1) рел. запретный,,χiæˁræˁm // χiæˁræˁmzib 1) rel. zapretnij,,,
4931,1,хiярям // хiярямзиб 1) рел. запретный,"рел. Запретный, нечестивый, греховный, неблагодатный, порочный",χiæˁræˁm // χiæˁræˁmzib 1) rel. zapretnij,,"хIярям бухилазиб мас богатство, которое не пойдет на пользу; хIярям бакьутте нечестивый поступок; бигIунзиб хIярям бихва ворованное на пользу не идет","хIярям бухилазиб мас богатство, которое не пойдет на пользу; хIярям бакьутте нечестивый поступок; бигIунзиб хIярям бихва ворованное на пользу не идет (неблагодатно)."
4932,1,хiясатдихь // хiюсутдихь,"-лидил, -ла",χiæˁsatdix // χijusutdix,,хьунуллиже хIясатдишше ревность к жене; адамилже хIясатдишше ревность к мужу,хIясатдишше; ревность; хьунуллиже хIясатдишше ревность к жене; адамилже хIясатдишше ревность к мужу.
4933,1,хiяхъул // хiяхъваллай,"-лидил, -ла, -те",χiæˁqul // χiæˁqwallaj,,хIяхъулла кIапне листья лопуха,лопух; хIяхъулла кIапне листья лопуха.
4934,1,хъа,"-лдил, -лла, ед. и мн.",qa,,хъалла негъ гороховый суп; хъалла хъу гороховое поле; хъа дилшши сварить горох,горох (растение и зёрна); хъалла негъ гороховый суп; хъалла хъу гороховое поле; хъа дилшши сварить горох.
4935,1,хъаба,"-лдил, -лла",qaba,,ккачIла хъаба фарфоровый кувшин; тIялхIянна хъаба керамический кувшин; хъабалид ниг сакъай принёс молоко в кувшине,хъабне; кувшин; жбан (с крышкой); ккачIла хъаба фарфоровый кувшин; тIялхIянна хъаба керамический кувшин; хъабалид ниг сакъай принёс молоко в кувшине.
4936,1,хъабазаг,"-лидил, -ла, -те",qabazag,,мидизиб хъабазаг сладкая дыня; хъабазагла симишка семечки дыни,дыня; мидизиб хъабазаг сладкая дыня; хъабазагла симишка семечки дыни.
4937,1,хъабс/бук,"-е, -ул, -узиб, -е",qabs/buk,,хъабсбукIузиб бегъуб тIулутI хрустящий сухой хлеб,"звукоп.,  сов. и несов. хрустеть; хъабсбукIузиб бегъуб тIулутI хрустящий сухой хлеб."
4938,1,хъабсбук,,qabsbuk,,,
4939,1,хъабц,"-ридил, -ра, мн.",qabc,,"скрежет, скрежещущий звук; хъабцIарра тIамне звук скрежета; ккамилла яххасла хъабцIар скрежет цепи корабля","звукоп. скрежет, скрежещущий звук; хъабцIарра тIамне звук скрежета; ккамилла  яххасла хъабцIар скрежет цепи (якоря) корабля."
4940,1,хъабц,"-е, -ул, -узиб, -е",qabc,,хъабцIардукIужуд сулбалла тIамне звуки скрежетания зубов,"звукоп.,  сов. и несов. скрежетать;  хъабцIардукIужуд сулбалла тIамне звуки скрежетания зубов."
4941,1,хъагь,"-лидил, -ла, мн.",qah,,архикIвналла хъагь кашель с мокротой; вехнилла хъагь простудный кашель; хъагьла тIама звук кашля; хъагьла иццала туберкулез,звукоп. кашель; архикIвналла хъагь кашель с мокротой; вехнилла хъагь простудный кашель; хъагьла тIама звук кашля; хъагьла иццала туберкулез.
4942,1,хъагь/бук,"мн. I-II (/укIи, /юкIи, /дукIи), -е, -ул, -узиб, -е",qah/buk,,"кашлять, раскашливаться; хъагьбукIузиб ччиту кашляющая кошка; балниццалла палаталиб сикIал хъагьбукIулде в больничной палате все кашляли","сов. и несов. кашлять, раскашливаться (многократное действие); хъагьбукIузиб ччиту кашляющая кошка;   балниццалла палаталиб сикIал хъагьбукIулде в больничной палате все кашляли."
4943,1,хъагь/кабеч,"/кабекIай, -иб, -ибзив, /кабекIа",qah/kabeč,,"покашлять, раскашляться; хъагькабечIибмале, михъай ицци кабигул саб как покашляю, начинает болеть грудь","сов. покашлять, раскашляться ( разовое действие); хъагькабечIибмале, михъай ицци кабигул саб как покашляю, начинает болеть грудь. || несов. хъагькабучIи."
4944,1,хъагь/кабуч,"-и, /кабукIул, /кабукIузив, /кабукIа",qah/kabuč,,"кашлять, раскашливаться; хъагькабукIуммутил, михъай иццикабигул саб когда начинаю кашлять, болит грудь","несов. кашлять, раскашливаться ( разовое действие); хъагькабукIуммутил, михъай иццикабигул саб когда начинаю кашлять, болит грудь. || сов. хъагькабечIи."
4945,1,хъае // хъайе  нареч. ввысь,вверх,qaje // qaje  nareč. wwis,,хъайибзиб хъал верхняя комната; хъайиба ихы взлететь ввысь; хъае чавхъи подняться наверх; хъае кьякьчигьитIи посмотреть наверх,наверх; хъайибзиб  хъал  верхняя комната; хъайиба ихы взлететь ввысь; хъае чавхъи подняться наверх; хъае кьякьчигьитIи посмотреть наверх.
4946,1,хъаза,"-лдил, -лла, ед.",qaza,,ряхIмат хъаза черная смородина (букв; хвала хъаза крыжовник; квягIжуд хъаза культурный сорт смородины (букв; смородина с запахом); хъазалла кампут компот из смородины; хъазалла варина варенье из смородины; хъазалла удре ягоды смородины,смородина; ряхIмат хъаза черная смородина (букв. смородина ливня); хвала хъаза крыжовник; квягIжуд хъаза культурный сорт смородины (букв. смородина с запахом); хъазалла кампут компот из смородины; хъазалла варина варенье из смородины; хъазалла удре ягоды смородины.
4947,1,хъай,"-лидил, -ла, ед.",qaj,,,
4948,1,хъай,"верх, вершина, верхушка",qaj,,хъай шше верхняя часть села (букв; кьапIалла хъай верх папахи; чIикь хъайив хIярухи жить на самом верху (села и др; ттутталла хъай верхушка,"макушка горы, гребень хребта; хъай шше верхняя часть села (букв. верх села); кьапIалла хъай верх папахи; чIикь хъайив хIярухи жить на самом верху (села и др.); ттутталла хъай верхушка;"
4949,2,хъай,"верх, голенище (обуви)",qaj,,чаханна хъай голенище обуви; Хъай дуттибжуд ттаппе фольк; чересчур изношенная обувь (букв; обувь с изношенным голенищем (лирич; Хъай ттаппегьасиб къюхъ фольк; нос величиной в голенище войлочного сапога (лирич; самая верхняя часть села,чаханна хъай голенище обуви. Хъай дуттибжуд ттаппе фольк. чересчур изношенная обувь (букв. обувь с изношенным голенищем (лирич. метаф.). Хъай ттаппегьасиб къюхъ фольк. нос величиной в голенище войлочного сапога (лирич. метаф.). ♦ Хъай башшалла топон. самая верхняя часть села.
4950,1,хъай/ахъ-и,"-е, -иб, -ибзив, -е",qaj/aq-i,,,сов.
4951,1,хъай/ахъ-и,"отдохнуть (прислонившись), прилечь",qaj/aq-i,,,"ваццуммутил ду хъайахъиб ряхIят вихуд когда устану, я отдыхаю прислонившись (к чему-либо);"
4952,2,хъай/ахъ-и,опереться,qaj/aq-i,,ххялже хъайахъи опереться на забор,хIяссалже хъайахъи опереться на трость; ххялже хъайахъи опереться на забор;
4953,3,хъай/ахъ-и,"довериться, положиться на кого, на что, понадеяться на кого, на что",qaj/aq-i,,са пинсиялже хъайахъибда на одну пенсию живу (букв; живу положившись на одну пенсию),"синна уцце министирриже хъайахъиб уццул сав он действует, положившись на брата- министра; са пинсиялже хъайахъибда  на одну пенсию живу (букв. живу положившись на одну пенсию). || несов. хъайихъи."
4954,1,хъай/бакь-и(й) // хъайчибакь-и(й) iii,"мн. I-II (/вакьи, /йякьи, /дакьи), -ай, -иб, -ибзив, -а",qaj/baq'-i(j) // qajčibaq'-i(j) iii,,"возложить на кого-то, на кого-н; шшанталла хъайчибакьне общественное поручение; дунуппадди бикIате хъайчибакьада поручили детей соседям; саматсиб гIяче хъайчибакьиб сав дамми поручил мне лёгкую работу","сов. поручить, вверить; возложить на кого-то, на кого-н.; шшанталла хъайчибакьне общественное поручение; дунуппадди бикIате хъайчибакьада поручили детей соседям (вверили, чтобы следили); саматсиб гIяче хъайчибакьиб сав дамми поручил мне лёгкую работу."
4955,1,хъай/ихъ-и,"-и, -ул, -узив, -е",qaj/iq-i,,"прислоняться, опираться, прилечь, приваливаться; ваццилле, хъайихъи биччихъид когда устану, люблю прилечь","несов. прислоняться, опираться, прилечь, приваливаться; ваццилле, хъайихъи биччихъид когда устану, люблю прилечь."
4956,1,хъайахъиб/зи-в,,qajaqib/zi-w,,,
4957,1,хъайахъиб/зи-в,прислонившийся,qajaqib/zi-w,,"ласита хъайахъибзив ухъна старик, прислонившийся к стене","привалившийся; ласита хъайахъибзив ухъна старик, прислонившийся к стене;"
4958,2,хъайахъиб/зи-в,"доверившийся, положившийся, понадеявшийся на кого-то, на что-то",qajaqib/zi-w,,,ил синна юсбалла бикIатажже  хъайахъибзий сай она надеется на внуков (детей своих дочерей).
4959,1,хъайи-б,"-й, -д)  нареч. на вершине, наверху, вверху",qaji-b,,"на вершине, наверху, вверху; хъайихъал верхняя комната; хъайиджуд хъулбе верхний дом; ттутталла хъайиб пукьа булхIюн чIибде на вершине дерева было видно гнездо; ду шшилла хъайив хIярвихулда я живу в верхней части села (букв",хъайихъал верхняя комната;  хъайиджуд хъулбе верхний дом; ттутталла хъайиб пукьа булхIюн чIибде на вершине дерева было видно гнездо; ду шшилла хъайив хIярвихулда я живу в верхней части села (букв. наверху села).
4960,1,хъайиб/зи-б,-й,qajib/zi-b,,"хъайибзиб кьулла родник, расположенный наверху; хъайибзиб шше верхний аул; хъайикатталла чикавхъи спуститься сверху","хъайиджуд), расположенный наверху (вверху); верхний; хъайибзиб кьулла родник, расположенный наверху; хъайибзиб шше верхний аул (аул, расположенный наверху от…). ХЪАЙИКАТТАЛЛА нареч. сверху; с высоты; хъайикатталла чикавхъи  спуститься сверху."
4961,1,хъайла-хъай,"-лидил, -ла, ед.",qajla-qaj,,"макушка, самая высь; хъайла-хъае чатухъида поднялись на самую высь","макушка, самая высь; хъайла-хъае чатухъида поднялись на самую высь."
4962,1,хъайле,,qajle,,,
4963,1,хъайле,"зависимо, подчинённо",qajle,,ид улка нисси хъайле саб эта страна находится в зависимости от нас,в зависимости; ид улка нисси хъайле саб эта страна находится в зависимости от нас (от России);
4964,2,хъайле,"на попечении, на иждивении",qajle,,илже ххял кулпат хъайле саб на его иждивении большая семья,илже ххял кулпат хъайле саб на его иждивении большая семья.
4965,1,хъайсуна,только верхняя часть,qajsuna,,кьапIалла хъайсуна бяссин намок только верх папахи,кьапIалла хъайсуна бяссин намок только верх папахи.
4966,1,хъай-хьай/багъ-и,"-ай, -иб, -ибзиб, -а",qaj-xaj/baʁ-i,,сабагъибжуб хъай-хьайбагъи распросить приезжих,сов. расспросить; допросить; опросить; сабагъибжуб хъай-хьайбагъи распросить приезжих. || несов. хъай-хьайбигъи.
4967,1,хъай-хьай,"-лидил, -ла, ед.",qaj-xaj,,"верх и низ (букв; верхняя и нижняя часть тела; хъай-хьайла вяссун чарсавхе вернулся, промокнув от верха до низа; вибяхъибзиб гьаццайла хъай-хьай диибде верх и низ подпорочного столба сгнили","верх и низ (букв. верх-низ); перен. верхняя и нижняя часть тела; хъай-хьайла вяссун чарсавхе вернулся, промокнув от верха до низа; вибяхъибзиб гьаццайла хъай-хьай диибде верх и низ подпорочного столба сгнили."
4968,1,хъай-хьайакква/зи-б,ни низа,qaj-xajakkwa/zi-b,,,"не имеющий ни верха, ни низа; хъай-хьайакквазиб гIулут палка без (видимого) верха и низа, с равномерной толщиной (применялся при плетении изгороди)."
4969,1,хъай-хьайбигъ-и(й) // хьай-хъай/багъ-и(й)  iii,"-у, -ул, -узиб, -а",qaj-xajbiʁ-i(j) // xaj-qaj/baʁ-i(j)  iii,,"хIяван бидахъале, сикIал шшилла уй хъай-хьайбигъу когда пропадает скот, распрашивают всех сельчан","несов. расспрашивать; допрашивать; опрашивать; хIяван бидахъале, сикIал шшилла уй хъай-хьайбигъу когда пропадает скот, распрашивают всех сельчан. || сов. хъай-хьайбагъи."
4970,1,хъайчи/бакь-и,"-ай, -иб, -ибзиб, -а, мн. I-II, -ай, -иб, -ибзиб, -а",qajči/baq'-i,,"I-II, -ай, -иб, -ибзиб, -а; маццалла акьв дукрушлиже хъайчибакьада отару овец поручили пасти пастухам; нусса дахьуммутил, бикIате дупуппаже хъайчибакьада когда мы уезжали, детей поручили соседям","сов. поручить; маццалла акьв дукрушлиже хъайчибакьада отару овец поручили пасти пастухам; нусса дахьуммутил,  бикIате дупуппаже хъайчибакьада когда мы уезжали, детей поручили соседям. || сов. хъайчибикьи."
4971,1,хъайчи/бикь-и,"-у, -ул, -узиб, -а, мн. I-II,  -у, -ул, -узиб, -а",qajči/biq'-i,,"I-II, -у, -ул, -узиб, -а","несов. поручать; шшилцце дахьуммутил, хъулбе дишдумкихъи дунуппаже хъайчибикьида когда уезжаем в село, даем поручение соседям, чтобы следили за нашим домом. || сов. хъайчибакьи."
4972,1,хъайчибакьиб/зи-б,,qajčibaq'ib/zi-b,,,"дамми хъайчибакьибзиб гIяче таманбакьад я выполнил работу, порученное мне."
4973,1,хъайшш-е,"-илдил, -лла, ед., верхнее село, верхний квартал села",qajšš-e,,", верхнее село, верхний квартал села; гуле хъайшшилцце гьаттажи дети пошли в верхний квартал села;  Хъайшшиттала верхняя часть села топон; местность в середине села Кубачи",гуле хъайшшилцце гьаттажи дети пошли в верхний квартал села.  Хъайшшиттала верхняя часть села топон. местность в середине села Кубачи.
4974,1,хъал,"-лидил, -лла",qal,,"хъайихъал верхняя комната; хъалла бакв интерьер, имущество дома; бикIа хъал комнатушка; хъил видагъи дойти до дома; хъилил ттавичи выйти из дома; дом охраняющий цветок); вид цветка (букв; дом разрушающий цветок);  Бицци хъал фольк; согласие в доме, семье (букв; Вагьла хъал - Багъдад фольк; дома всегда хорошо (букв; свой дом – город Багдад); Хъал буххагу виихъан шутл; о ребенке малолетнего возраста, хватающего все и вся в доме (букв; тот, из-за которого дом (утварь и др; ) надо подвесить к потолку); Хъил букъу къакъа бикIвле абихва погов; что несёшь домой - не бывает тяжелым (букв; несущий домой камень не бывает тяжелым); Хъулбалла гIюмру – нюхъбе погов; жизнь дома – руки; время, когда все, что в комнате, надо вешать к потолку; О доречевом возрасте подвижного ребенка; дом в торбе, торба на спине; перед домом и кошка чванится; чтобы жилище стало полным; чтобы дом обрушился;  Хъал бицIмецIаб, хъу дехъмехъаб, баракат каммабихьаб! прокл; пусть дом будет пуст, не будет урожая, не будет достатка; Хъал/бумкан угге бот. девясил; Хъалкабикан угге бот. вид цветка; ХутIналла хъал комната с традиционным интерьером; Хьунналла хъал комната, где собирались женщины для досуга; Юсбалла хъал комната, где собирались девушки для досуга","хъулбе; дом, комната; квартира; жилище; хъайихъал (хъай хъал) верхняя комната (в многоэтажном доме); хъалла бакв интерьер, имущество дома; бикIа хъал комнатушка; хъил видагъи дойти до дома; хъилил ттавичи выйти из дома. ♦ Хъал/бумкан угге бот. девясил (букв. дом охраняющий цветок). ♦ Хъалкабикан угге бот. вид цветка (букв. дом разрушающий цветок). ♦ Хвала хъулбе большие дома  (дома, где  в прошлом заседало общественное управление Кубачинского общества). ♦ Тавханна хъал гостевая комната. ♦ Пичла хъал комната с печью. ♦ ХутIналла хъал комната с традиционным интерьером (букв. комната тарелок). ♦ Павла хъал комната с камином. ♦ Ххялла хъал комната со стенами из обмазанной глиной жердяной изгороди. ♦ Ккимхла хъал сеновал; ♦ Хьунналла хъал комната, где собирались женщины для досуга (букв. женщин дом). ♦ Юсбалла хъал комната, где собирались девушки для досуга (букв. девушек дом).  Бицци хъал фольк. согласие в доме, семье (букв. вкусный дом). Вагьла хъал - Багъдад фольк.  дома всегда хорошо (букв. свой дом – город Багдад). Хъал буххагу виихъан шутл. о ребенке малолетнего возраста, хватающего все и вся в доме (букв. тот, из-за которого дом (утварь и др.) надо подвесить к потолку). Хъил букъу къакъа бикIвле абихва погов. что несёшь домой - не бывает тяжелым (букв. несущий домой камень не бывает тяжелым). Хъулбалла гIюмру – нюхъбе погов. жизнь дома – руки. ♦Хъал бухаггу ихъузиб вахт погов. время, когда все, что в комнате, надо вешать к потолку. О доречевом возрасте подвижного ребенка. ♦Хъал  кьуцурилиб, кьуцуре къакълижиб погов. дом в торбе, торба на спине (о бродячем человеке). ♦Хъалла талаб ччитуя ухьтанбихва погов. перед домом и кошка чванится. ♦ Хъал бицI! благоп. чтобы жилище стало полным. ♦ Хъал буг! прокл. чтобы дом обрушился.  Хъал бицIмецIаб, хъу дехъмехъаб, баракат каммабихьаб! прокл. пусть дом будет пуст, не будет урожая, не будет достатка."
4975,1,хъалакква/зи-в // хъалицiаакквазив  бездомный,не имеющий жилья,qalakkwa/zi-w // qaliciaakkwaziw  bezdomnij,,,хъалакквазив инсан бездомный человек.
4976,1,хъалиц,"-лдил, -лла, мн.",qalic,,"домашний очаг, родной дом, имущество дома; хъалицIалдил укIе шадбикьу домашний очаг согреет сердце; человека, не имеющего семейного очага, и собака не любит","домашний очаг, родной дом, имущество дома; хъалицIалдил укIе шадбикьу домашний очаг (родной дом) согреет сердце. ♦ ХъалицIаакквазив адаме хвиличIу авиччихъу дарг. погов. человека, не имеющего семейного очага, и собака не любит."
4977,1,хъалла/ка,"-и, -ул, -узив, -а, /кабати), -и, -ул, -узив, -а",qalla/ka,,"женить, соединять браком (букв; делать имеющим дом); гуле хъаллакабати женить детей; кIвиял гал хъаллакабатулда июс женю обоих сыновей в этом году","несов. женить, соединять браком (букв. делать имеющим дом); гуле хъаллакабати женить детей; кIвиял гал хъаллакабатулда июс женю обоих сыновей в этом году. || сов. хъаллакати."
4978,1,хъалла/кат-и,"-и, -ул, -узив, -а, /кабати), -и, -ул, -узив, -а",qalla/kat-i,,"поженить, соединить браком (букв; сделать имеющим дом); гуле хъаллакабати поженить детей; гIябал гал хъаллакабатид поженил всех трёх сыновей","сов. поженить, соединить браком (букв. сделать имеющим дом); гуле хъаллакабати поженить детей; гIябал гал хъаллакабатид поженил всех трёх сыновей. || несов. хъаллака̄ти."
