language,glottocode,id_word,meaning_id,lemma,ipa,definition,morphology,annotator,pos,reference,meaning_ru,examples
Kubachi,kuba1248,6116,1,ццацц-е,cc-a-cc-e,"-илдил, -илла; ццуцне; ццацце бинбусиб мусса дулил вибицIул саб место занозы начинает гноиться. ХIяццацция цацция – садикьле диндусу погов. разные колючки одинаково колются. ЦцуцневатIун не сидится на месте (букв. колючки на пятках). Цуцнатахъиб быть в тревожном состоянии.","-илдил, -илла; ццуцне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",колючка,ццацце бинбусиб мусса дулил вибицIул саб место занозы начинает гноиться. ХIяццацция цацция – садикьле диндусу погов. разные колючки одинаково колются. ЦцуцневатIун не сидится на месте (букв. колючки на пятках). Цуцнатахъиб быть в тревожном состоянии.
Kubachi,kuba1248,6117,1,ццацце-ппул,cc-a-cc-e-pp-u-l,"-лидил, -ла; -те; ижилла ццацце-ппул пряжка пояса; кIулганна ццацце-ппул пряжка обвязочного ремня; асла ццацце-ппул серебряная пряжка.","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",застежка,ижилла ццацце-ппул пряжка пояса; кIулганна ццацце-ппул пряжка обвязочного ремня; асла ццацце-ппул серебряная пряжка.
Kubachi,kuba1248,6118,1,цц-е,cc-e,"-илдил, -илла; мн.; цце каттихян солонка; ццилла пачка пачка соли; ццилла кьякья крошка (зернинка) соли; ццилла бакьибзиб диг посоленное мясо. Цце декуняивплидил шин гьегьедеччилал сав погов. съевший соль, выпьет воду. Ццилцциб мяхъв агьун погов. ничего не помогает решить проблему (букв. в соли завелся червь).","-илдил, -илла; мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",соль,"цце каттихян солонка; ццилла пачка пачка соли; ццилла кьякья крошка (зернинка) соли; ццилла бакьибзиб диг посоленное мясо. Цце декуняивплидил шин гьегьедеччилал сав погов. съевший соль, выпьет воду. Ццилцциб мяхъв агьун погов. ничего не помогает решить проблему (букв. в соли завелся червь)."
Kubachi,kuba1248,6119,1,ццибгъя,cc-i-b-ʁ-ja,"-лдил, -лла; -не; кьюмяй-ццибгъя ступка с пестиком; ццибгъялццила кьюмяйлиб ккуцла сеже битад растолк пестиком в ступе чеснок для хинкала.","-лдил, -лла; -не",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",пестик,кьюмяй-ццибгъя ступка с пестиком; ццибгъялццила кьюмяйлиб ккуцла сеже битад растолк пестиком в ступе чеснок для хинкала.
Kubachi,kuba1248,6120,1,ццигъа,cc-i-ʁ-a,"-лдил, -лла; мн.; ццигъа гьариннаб бажизиб саб порядок нужен везде; хIукматлидил кабиццахъузиб ццигъа порядок, установленный государством.","-лдил, -лла; мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",порядок,"ццигъа гьариннаб бажизиб саб порядок нужен везде; хIукматлидил кабиццахъузиб ццигъа порядок, установленный государством."
Kubachi,kuba1248,6121,1,ццидикьай,cc-i-d-i-q'-a-j,"-лидил, -ла; мн.; бот.","-лидил, -ла; мн.; бот.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",трава,
Kubachi,kuba1248,6122,1,ццилла/бакь-и(й),cc-i-ll-a-/-b-a-q'-ʔ-i-(-j-),"III (мн. /дакьи), -а, -иб, -ибзиб, -а; сов.; ибхьниканна дигбе ццилладакьада посолили мясо, заготавливаемое на зиму. несов. цциллабикьи.","III (мн. /дакьи), -а, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",посолить,"ибхьниканна дигбе ццилладакьада посолили мясо, заготавливаемое на зиму. несов. цциллабикьи."
Kubachi,kuba1248,6123,1,ццилла/бикь-и(й),cc-i-ll-a-/-b-i-q'-ʔ-i-(-j-),"III (мн. /дикьи), -и, -ул, -узиб, -а; несов.; ибхьниканна дигбе ццилладикьи устадихь биккай чтобы посолить мясо, заготавливаемое на зиму, нужен опыт. сов. цциллабакьи.","III (мн. /дикьи), -и, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",солить,"ибхьниканна дигбе ццилладикьи устадихь биккай чтобы посолить мясо, заготавливаемое на зиму, нужен опыт. сов. цциллабакьи."
Kubachi,kuba1248,6124,1,цциппихала,cc-i-pp-i-χ-a-l-a,"-лдил, -ла; ед.; уст.; устала кьванилиджуд цциппихала всякая мелочь из рабочей коробки мастера.","-лдил, -ла; ед.; уст.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",всякая мелочь,устала кьванилиджуд цциппихала всякая мелочь из рабочей коробки мастера.
Kubachi,kuba1248,6125,1,цциркул,cc-i-r-k-u-l,"-лидил, -ла; -те; цциркул дарсижиб бигу циркуль бывает нужен на уроке.","-лидил, -ла; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",циркуль,цциркул дарсижиб бигу циркуль бывает нужен на уроке.
Kubachi,kuba1248,6126,1,ццих,cc-i-χ,"-лидил, -ла; -е; викIамутил атта викьуммусса артилла ццихле вахьул каттилгунзивда в детстве ходил в цех артели, где работал отец. ♦ Гьабиччанталла ццих цех гравировщиков. ♦ ЦIублабикьанталла ццих цех монтировщиков. ♦ ХьацIчикабихьанталла (или чеюгъанталла) ццих цех шабировщиков (букв. цех соскабливателей черни). ♦ Кьипчабикьанталла ццих цех отделочной гравировки. Мукачналла ццих цех мастеров по рогу. ♦ Диканталла ццих цех (мастеров) золочения. ♦ Люгъянталла ццих цех полировщиков. ♦ ГьабекIлалла ццих цех вязки джурабов (букв. цех пряжи). Это названия цехов, которые существовали на Кубачинском художественном комбинате в 1960 -1970-е годы.","-лидил, -ла; -е",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",цех,"викIамутил атта викьуммусса артилла ццихле вахьул каттилгунзивда в детстве ходил в цех артели, где работал отец. ♦ Гьабиччанталла ццих цех гравировщиков. ♦ ЦIублабикьанталла ццих цех монтировщиков. ♦ ХьацIчикабихьанталла (или чеюгъанталла) ццих цех шабировщиков (букв. цех соскабливателей черни). ♦ Кьипчабикьанталла ццих цех отделочной гравировки. Мукачналла ццих цех мастеров по рогу. ♦ Диканталла ццих цех (мастеров) золочения. ♦ Люгъянталла ццих цех полировщиков. ♦ ГьабекIлалла ццих цех вязки джурабов (букв. цех пряжи). Это названия цехов, которые существовали на Кубачинском художественном комбинате в 1960 -1970-е годы."
Kubachi,kuba1248,6127,1,цциххин,cc-i-χχ-i-n,"-нидил, -на; ццухне; талал салла-сали кумак бакьиб хъулбадди ццухне саттикул бужиб саб раньше заготавливали балки для строящегося дома, помогая друг другу; цциххинна къуэ саттечул ганили усул дакьада распилив чурбаны из бревна заготовили дрова на зиму.","-нидил, -на; ццухне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",бревно,"талал салла-сали кумак бакьиб хъулбадди ццухне саттикул бужиб саб раньше заготавливали балки для строящегося дома, помогая друг другу; цциххинна къуэ саттечул ганили усул дакьада распилив чурбаны из бревна заготовили дрова на зиму."
Kubachi,kuba1248,6128,1,ццихъ/си-б,cc-i-q-/-s-i-b,"(-в, -й; /щуб, /щуд); ццихъсив гал веселый парень; ццихъшшуб тухум дружные родственники; ццихъла хабар дам сакъай мне принесли благую (радостную) весть.","(-в, -й; /щуб, /щуд)",Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",веселый,ццихъсив гал веселый парень; ццихъшшуб тухум дружные родственники; ццихъла хабар дам сакъай мне принесли благую (радостную) весть.
Kubachi,kuba1248,6129,1,ццихъ/чавакь-и(й),cc-i-q-/-č-a-w-a-q'-ʔ-i-(-j-),"I (/чаякьи; /чабакьи); -ай, -иб, -ибзиб, -а; сов.; кулпат ццихъчабакьи обрадовать семью. несов. ццихъчабикьи.","I (/чаякьи; /чабакьи); -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",обрадовать,кулпат ццихъчабакьи обрадовать семью. несов. ццихъчабикьи.
Kubachi,kuba1248,6130,1,ццихъ/чавихв-и(й),cc-i-q-/-č-a-w-i-χ-w-i-(-j-),"I (/чайихи; /чаттихви); -а, -ул, -узив, -е; несов.; аттадил юссе ццихъчайихвихъи гьар якьиб бе паксиб агва иссай чтобы радовать дочь, на каждый день рождения отец покупал ей платье. сов. ццихъчавхи.","I (/чайихи; /чаттихви); -а, -ул, -узив, -е; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",радоваться,"аттадил юссе ццихъчайихвихъи гьар якьиб бе паксиб агва иссай чтобы радовать дочь, на каждый день рождения отец покупал ей платье. сов. ццихъчавхи."
Kubachi,kuba1248,6131,1,ццихъ/чавикь-и(й),cc-i-q-/-č-a-w-i-q'-ʔ-i-(-j-),"I (/чайикьи; /чабикьи); -у, -ул, -узив, -а; несов.; аттай бикIате ццихъчабикьи биккул вихве отцу нравилось радовать детей. сов. ццихъчавакьи.","I (/чайикьи; /чабикьи); -у, -ул, -узив, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",радовать,аттай бикIате ццихъчабикьи биккул вихве отцу нравилось радовать детей. сов. ццихъчавакьи.
Kubachi,kuba1248,6132,1,ццихъ/чавх-и(й),cc-i-q-/-č-a-w-χ-ʔ-i-(-j-),"I (/чехви; /чабхи); -е, -уб, -убзив, -е; сов.; викIагал ццихъчавхахъи кимпит биккай чтобы обрадовать малыша, ему дали конфету. несов. ццихъчавихви.","I (/чехви; /чабхи); -е, -уб, -убзив, -е; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",обрадоваться,"викIагал ццихъчавхахъи кимпит биккай чтобы обрадовать малыша, ему дали конфету. несов. ццихъчавихви."
Kubachi,kuba1248,6133,1,ццихъдихь,cc-i-q-d-i-x,"-лидил, -ла; ццихъдишше; ццихъдихьлидил бяй шшалабакьибде от радости светилось лицо. ♦ Ццихъдище гьисдухаб! благоп. пусть радостей станет больше. Ццикъчегьавхад! обращ. рад, обрадовался.","-лидил, -ла; ццихъдишше",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",веселье,"ццихъдихьлидил бяй шшалабакьибде от радости светилось лицо. ♦ Ццихъдище гьисдухаб! благоп. пусть радостей станет больше. Ццикъчегьавхад! обращ. рад, обрадовался."
Kubachi,kuba1248,6134,1,ццихъле,cc-i-q-l-e,нареч.; бикIате ццихъле сабагъе дети вернулись с радостью. ♦ Ццихъле ттабидухъаб! благоп. пусть в радости завершится (начатое). Ццихъле кат! благоп. будь счастлив!,нареч.,Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",весело,бикIате ццихъле сабагъе дети вернулись с радостью. ♦ Ццихъле ттабидухъаб! благоп. пусть в радости завершится (начатое). Ццихъле кат! благоп. будь счастлив!
Kubachi,kuba1248,6135,1,ццишин,cc-i-š-i-n,"-нидил, -на; -те; ццишинна вахъ чаша с молоком и кусочками сыра; нисса ццишинницце биндихьвада сыр положили в рассол; биццизиб дигла ццишин вкусный соус из мяса.","-нидил, -на; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",традиционная еда из молока с кусочками сыра,ццишинна вахъ чаша с молоком и кусочками сыра; нисса ццишинницце биндихьвада сыр положили в рассол; биццизиб дигла ццишин вкусный соус из мяса.
Kubachi,kuba1248,6136,2,ццишин,cc-i-š-i-n,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",рассо,
Kubachi,kuba1248,6137,3,ццишин,cc-i-š-i-n,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",соус из мяса,
Kubachi,kuba1248,6138,1,ццу,cc-u,"-лдил, -лла; -ме; ццуме викаттатти сделать снопы из сжатого урожая; гражданский дявя мутил (1918 г.) ттатнаддил чишшулантла ццуме диникинна салдатаддил иккул булкьа булхIунде букIай в годы гражданской войны (1918 г.) с площадки «татнаддила» был виден дым горящих снопов в с. Чишили, подожженных деникинскими солдатами.","-лдил, -лла; -ме",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",стог снопов,"ццуме викаттатти сделать снопы из сжатого урожая; гражданский дявя мутил (1918 г.) ттатнаддил чишшулантла ццуме диникинна салдатаддил иккул булкьа булхIунде букIай в годы гражданской войны (1918 г.) с площадки «татнаддила» был виден дым горящих снопов в с. Чишили, подожженных деникинскими солдатами."
Kubachi,kuba1248,6139,1,ццугайла,cc-u-g-a-j-l-a,"нареч.; талал ццугайла ахъабиццул малже, дуццан бахьул бужиб саб раньше спозаранку отправлялись на сенокос, в лес за дровами; лумбусу бацижиб ццугайла вахтла лумуснилла ният бакьи ва буки ахъабиццу во время месяца поста верующие встают до рассвета, чтобы позавтракать и заявить намерение держать пост.",нареч.,Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",спозаранку,"талал ццугайла ахъабиццул малже, дуццан бахьул бужиб саб раньше спозаранку отправлялись на сенокос, в лес за дровами; лумбусу бацижиб ццугайла вахтла лумуснилла ният бакьи ва буки ахъабиццу во время месяца поста верующие встают до рассвета, чтобы позавтракать и заявить намерение держать пост."
Kubachi,kuba1248,6140,1,ццудум-е́,cc-u-d-u-m-e,"-аддил, -алла; мн.; астр.; таквсиб агъ мутил дуччили ццудуме гIяхле дулхIян в ясную погоду ночью хорошо виден Млечный путь.","-аддил, -алла; мн.; астр.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",Млечный путь,таквсиб агъ мутил дуччили ццудуме гIяхле дулхIян в ясную погоду ночью хорошо виден Млечный путь.
Kubachi,kuba1248,6141,1,ццукь,cc-u-q',нареч.; кIятIя саматле ццукь бахьул саб лопата легко идет (при копке) в глубину.,нареч.,Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",в глубину,кIятIя саматле ццукь бахьул саб лопата легко идет (при копке) в глубину.
Kubachi,kuba1248,6142,1,ццукь/бакь-и(й),cc-u-q'-/-b-a-q'-ʔ-i-(-j-),"III (мн. /дакьи); -ай, -иб, -ибзиб, -а; сов.; шшантаддил шшилла шя ццукьбакьай жители углубили дно сельского озера. несов. ццукьбикьи.","III (мн. /дакьи); -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",углубить,шшантаддил шшилла шя ццукьбакьай жители углубили дно сельского озера. несов. ццукьбикьи.
Kubachi,kuba1248,6143,1,ццукь/бикь-и(й),cc-u-q'-/-b-i-q'-ʔ-i-(-j-),"III (мн. /дикьи); -у, -ул, -узиб, -а; несов.; кве гьибая ццукьбикьи чибукъе яму (для хранения зимой сельхозпродуктов) пришлось углублять еще раз. несов. ццукьбакьи.","III (мн. /дикьи); -у, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",углублять,кве гьибая ццукьбикьи чибукъе яму (для хранения зимой сельхозпродуктов) пришлось углублять еще раз. несов. ццукьбакьи.
Kubachi,kuba1248,6144,1,ццукьал,cc-u-q'-a-l,"-лидил, -ла; -е; хим.; беччузиб ццукьал обезвоженные квасцы; ххиржанна ажилиб тия бусахъи талал ццукьал бинкаттитIул бужиб саб чтобы закрепить хвостовик клинка в рукояти кинжала раньше использовали квасцы.","-лидил, -ла; -е; хим.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",квасцы,беччузиб ццукьал обезвоженные квасцы; ххиржанна ажилиб тия бусахъи талал ццукьал бинкаттитIул бужиб саб чтобы закрепить хвостовик клинка в рукояти кинжала раньше использовали квасцы.
Kubachi,kuba1248,6145,1,ццукьбик,cc-u-q'-b-i-k,"-лидил, -ла; -ке; дубалла ццукьбик впадина горы; дихьвбагьнал дубалла цукьбиклиджуд хIявянте дулхIуннаде скот, находящийся во впадине, не был виден из-за тумана.","-лидил, -ла; -ке",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",впадина,"дубалла ццукьбик впадина горы; дихьвбагьнал дубалла цукьбиклиджуд хIявянте дулхIуннаде скот, находящийся во впадине, не был виден из-за тумана."
Kubachi,kuba1248,6146,1,ццукьдихь,cc-u-q'-d-i-x,"-лидил, -ла; ццукьдишше; шялла багнибзиб ццукьдихь булхIи духахада не смогли измерить глубину середины озера.","-лидил, -ла; ццукьдишше",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",углубление,шялла багнибзиб ццукьдихь булхIи духахада не смогли измерить глубину середины озера.
Kubachi,kuba1248,6147,1,ццукьзиб,cc-u-q'-z-i-b,(мн. /жуд); ццукьзиб архв глубокая траншея; ццукьжуд гъай перен. глубокие слова (слова с глубоким смыслом или грубым подтекстом).,(мн. /жуд),Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",глубокий,ццукьзиб архв глубокая траншея; ццукьжуд гъай перен. глубокие слова (слова с глубоким смыслом или грубым подтекстом).
Kubachi,kuba1248,6148,1,ццукьле,cc-u-q'-l-e,нареч.; ццукьле букъубзиб кве глубоко вырытая яма.,нареч.,Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",глубоко,ццукьле букъубзиб кве глубоко вырытая яма.
Kubachi,kuba1248,6149,1,ццума/бакь-и(й),cc-u-m-a-/-b-a-q'-ʔ-i-(-j-),"III (мн. /дакьи); -ай, -иб, -ибзиб, -а; сов.; кьюкьюме ццумадакьиб картуп бахьвин картошку посадили кучными рядами. несов. ццумабикьи.","III (мн. /дакьи); -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",уплотнить,кьюкьюме ццумадакьиб картуп бахьвин картошку посадили кучными рядами. несов. ццумабикьи.
Kubachi,kuba1248,6150,1,ццума/бикь-и(й),cc-u-m-a-/-b-i-q'-ʔ-i-(-j-),"III (мн. /дикьи); -и, -ул, -узиб, -а; несов.; хъу бахьвин кьюкьюме ццумадикьул огород засадил, уплотняя ряды посадки. сов. ццумабакьи.","III (мн. /дикьи); -и, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",уплотнять,"хъу бахьвин кьюкьюме ццумадикьул огород засадил, уплотняя ряды посадки. сов. ццумабакьи."
Kubachi,kuba1248,6151,1,ццума/бихв-и(й),cc-u-m-a-/-b-i-χ-w-i-(-j-),"III (мн. /дихви); -а, -ул, -узиб, -е; несов.; хъулла шяняше ццумадихви дедидишше зеленые всходы на огороде стали (со временем) гуще. сов. ццумабухи.","III (мн. /дихви); -а, -ул, -узиб, -е; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",уплотняться,хъулла шяняше ццумадихви дедидишше зеленые всходы на огороде стали (со временем) гуще. сов. ццумабухи.
Kubachi,kuba1248,6152,1,ццума/бух-и(й),cc-u-m-a-/-b-u-χ-ʔ-i-(-j-),"III (мн. /духи); -е, -уб, -убзиб, -е; сов.; гьанишши сабагъибмале мулкижижуд кьай ццумадухе с наступлением лета трава на покосе стала гуще. несов. ццумабихви.","III (мн. /духи); -е, -уб, -убзиб, -е; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",уплотниться,гьанишши сабагъибмале мулкижижуд кьай ццумадухе с наступлением лета трава на покосе стала гуще. несов. ццумабихви.
Kubachi,kuba1248,6153,1,ццума/зиб,cc-u-m-a-/-z-i-b,(мн. /жуд); ццумажуд кьайла дюцшшуд дугъме агулде из-за густоты трав ряды косьбы получались кучными.,(мн. /жуд),Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",густой,ццумажуд кьайла дюцшшуд дугъме агулде из-за густоты трав ряды косьбы получались кучными.
Kubachi,kuba1248,6154,1,ццумагв-е,cc-u-m-a-g-w-e,"-илдил, -илла; -не; дулилла ццумагве гнойный фурункул; бикьибзиб ццумагве мед. нагноивший (букв. «созревший») фурункул.","-илдил, -илла; -не",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",фурункул,дулилла ццумагве гнойный фурункул; бикьибзиб ццумагве мед. нагноивший (букв. «созревший») фурункул.
Kubachi,kuba1248,6155,1,ццумадихь,cc-u-m-a-d-i-x,"-лидил, -ла; ццумадишше; кьайла ццумадихьлидил дугъум хвалазиб агулде из-за густоты трав ряды косьбы получились кучными (большими).","-лидил, -ла; ццумадишше",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",густота,кьайла ццумадихьлидил дугъум хвалазиб агулде из-за густоты трав ряды косьбы получились кучными (большими).
Kubachi,kuba1248,6156,1,ццумакква/зи-б,cc-u-m-a-kk-w-a-/-z-i-b,(мн. /жуд); ццумакважуд кьюкьюме редкие (посадочные) ряды.,(мн. /жуд),Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",редкий,ццумакважуд кьюкьюме редкие (посадочные) ряды.
Kubachi,kuba1248,6157,1,ццумакквал,cc-u-m-a-kk-w-a-l,ццумакквал бачIибзиб хъу негусто проросший огород.,,Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",негусто,ццумакквал бачIибзиб хъу негусто проросший огород.
Kubachi,kuba1248,6158,1,ццумал,cc-u-m-a-l,нареч.; ццумал бачIибзиб хъу густо проросшая пашня.,нареч.,Polina Khutkina,adv,"Magomedov, Saidov-Akkutta, 2016",густо,ццумал бачIибзиб хъу густо проросшая пашня.
Kubachi,kuba1248,6159,1,ццуминжила,cc-u-m-i-n-ʒ-̌-i-l-a,"-лдил, -лла; -бе; ццуминже нигла къыкIва абадил кабицци мама поставила в погреб крынку с молоком; дила абахъалладил картуппе ццуминжид датул бихве аб сабагъадаже мои родители хранили картошку в погребе до весны.","-лдил, -лла; -бе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",погреб,ццуминже нигла къыкIва абадил кабицци мама поставила в погреб крынку с молоком; дила абахъалладил картуппе ццуминжид датул бихве аб сабагъадаже мои родители хранили картошку в погребе до весны.
Kubachi,kuba1248,6160,1,ццумите/бакь-и(й),cc-u-m-i-t-e-/-b-a-q'-ʔ-i-(-j-),"III (мн. /дакьи); -ай, -иб, -ибзиб, -а; сов.; диг ццумитебакьи посолить мясо; ццумитебакьибзиб гьашше чачIулдил бекеквин пересоленную кашу никто не поел. несов. ццумитебикьи.","III (мн. /дакьи); -ай, -иб, -ибзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",посолить,диг ццумитебакьи посолить мясо; ццумитебакьибзиб гьашше чачIулдил бекеквин пересоленную кашу никто не поел. несов. ццумитебикьи.
Kubachi,kuba1248,6161,1,ццумите/бакьиб/зи-б,cc-u-m-i-t-e-/-b-a-q'-i-b-/-z-i-b,(мн. /дакьибжуд); ццумитебакьибзиб буккин пересоленная еда.,(мн. /дакьибжуд),Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",пересоленный,ццумитебакьибзиб буккин пересоленная еда.
Kubachi,kuba1248,6162,1,ццумите/бикь-и(й),cc-u-m-i-t-e-/-b-i-q'-ʔ-i-(-j-),"III (мн. /дикьи); -у, -ул, -узиб, -а; несов.; сабатаддил биххяжле гьакал ццумитедикьу колбасы, заготовливаемые для сушки, некоторые (сельчане) пересаливают. сов. ццумитебакьи.","III (мн. /дикьи); -у, -ул, -узиб, -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",солить,"сабатаддил биххяжле гьакал ццумитедикьу колбасы, заготовливаемые для сушки, некоторые (сельчане) пересаливают. сов. ццумитебакьи."
Kubachi,kuba1248,6163,1,ццумите/бихв-и(й),cc-u-m-i-t-e-/-b-i-χ-w-i-(-j-),"III (мн. /дихви); -у, -ул, -узиб, -е; несов.; негъ ццумитедихул, гIяшакле шин чатIада бульон пересаливался, (потому) долили воду в котел. сов. ццумитебухи.","III (мн. /дихви); -у, -ул, -узиб, -е; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",пересаливаться,"негъ ццумитедихул, гIяшакле шин чатIада бульон пересаливался, (потому) долили воду в котел. сов. ццумитебухи."
Kubachi,kuba1248,6164,1,ццумите/бух-и(й),cc-u-m-i-t-e-/-b-u-χ-ʔ-i-(-j-),"III (мн. /духи); -е, -уб, -убзиб, -е; сов.; буккин ццумитебухубде еда была пересолена. несов. ццумитебихви.","III (мн. /духи); -е, -уб, -убзиб, -е; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",пересолиться,буккин ццумитебухубде еда была пересолена. несов. ццумитебихви.
Kubachi,kuba1248,6165,1,ццумити/зи-б,cc-u-m-i-t-i-/-z-i-b,"(мн. /жуб, /жуд); ццумитизиб буккин пересоленная пища; цумитижуд негъ пересоленный бульон; ццумитижуб уй капризные люди.","(мн. /жуб, /жуд)",Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",соленый,ццумитизиб буккин пересоленная пища; цумитижуд негъ пересоленный бульон; ццумитижуб уй капризные люди.
Kubachi,kuba1248,6166,2,ццумити/зи-б,cc-u-m-i-t-i-/-z-i-b,,,Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",капризный,
Kubachi,kuba1248,6167,1,ццухлух,cc-u-χ-l-u-χ,"-лидил, -ла; -хе; дюхIю бицIуммутил ганижиб хъалтал катимхъул ххял ццухлуххе литтихва зимой с крыши свисают много ледяных сосулек.","-лидил, -ла; -хе",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",ледяная сосулька,дюхIю бицIуммутил ганижиб хъалтал катимхъул ххял ццухлуххе литтихва зимой с крыши свисают много ледяных сосулек.
Kubachi,kuba1248,6168,1,ццуцнат/ахъи-б,cc-u-c-n-a-t-/-a-q-i-b,"дене ццуцнатахъиб сав армиялил галла кIа садабигъул сосед нервничает из-за того, что не получает письмо из армии от сына.",,Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",нервничать,"дене ццуцнатахъиб сав армиялил галла кIа садабигъул сосед нервничает из-за того, что не получает письмо из армии от сына."
Kubachi,kuba1248,6169,1,ццюзиб,cc-ju-z-i-b,ццюзиб диг свежее (сырое) мясо; талал ганижиб ццюзиб дигла буккин камле бикьул бужиб саб раньше зимой мало готовили блюда из свежего мяса.,,Polina Khutkina,adj,"Magomedov, Saidov-Akkutta, 2016",сырой,ццюзиб диг свежее (сырое) мясо; талал ганижиб ццюзиб дигла буккин камле бикьул бужиб саб раньше зимой мало готовили блюда из свежего мяса.
